target question,query entities,target clarification question,valid clarifying entities,candidates,iir outputs,iir f1,iir bleu,gpt3 only query outputs,gpt3 only query f1,gpt3 only query bleu,gpt3 only actual outputs,gpt3 only actual f1,gpt3 only actual bleu,gpt3 pair outputs,gpt3 pair f1,gpt3 pair bleu,gpt3 choices outputs,gpt3 choices f1,gpt3 choices bleu,t5 only query outputs,t5 only query f1,t5 only query bleu,t5 only actual outputs,t5 only actual f1,t5 only actual bleu,t5 pair outputs,t5 pair f1,t5 pair bleu,t5 choices outputs,t5 choices f1,t5 choices bleu
Why would collection of a urine sample need to be observed by a healthcare professional?,"['sampl', 'observ']",Do you want to know about why urine samples must be observed?,"{'urin', 'must'}",['Why would collection of a urine sample need to be observed by a healthcare professional?'],"Do you want to know about sampl, observ, and need?",0,0.8266973277544403,"

Can you please clarify what you mean by ""sample observed""?",0,0.9896043823102612, Do you want to know about why a urine sample might need to be observed by,0.4,0.4347208719449914, Do you want to know about the reasons for observed urine sample collection?,0.4,0.7419096884247227, Do you want to know about the reasons for observed urine sample collection?,0.4,0.7419096884247227,Do you want to know about how to get a sample observed?,0,0.8266973277544403,Do you want to know about urine sample?,0.6666666666666666,0.6065306597126334,Do you want to know about how to get a urine sample observed,0.5,0.9369163177585036,Do you want to know about how to get a urine sample observed?,0.5,0.9369163177585036
Can the total IgE test be performed in my doctor's office?,"['ige', 'offic']",Do you want to know about if IgE tests are in-office procedures?,"{'procedur', 'test', 'inoffic'}",['Can the total IgE test be performed in my doctor¡¦s office?'],"Do you want to know about ige, offic, and test?",0.5,0.6539875562351284, Do you want to know about the Immunoglobulin E (IgE,0,0.7693285502150031, Do you want to know about having a test done in your doctor's office?,0.3333333333333333,0.6933956560212984, Do you want to know about having a total IgE test done in your doctor,0.28571428571428575,0.7016548624658421, Do you want to know about the total IgE test?,0.4,0.9831143441193168,Do you want to know about what IgE is doing?,0,0.6098309415268892,Do you want to know about how to perform total IgE test?,0.3333333333333333,0.8860807458582579,Do you want to know about how IgE tests can be performed in doctor's of,0.3333333333333333,0.5081327481546147,Do you want to know about how IgE tests can be performed in doctor¡¦s of,0.3333333333333333,0.5081327481546147
"Like a flu test or strep test, can this test be performed in my healthcare practitioner's office?","['flu', 'test']",Do you want to know about flu tests done at your healthcare office,"{'healthcar', 'done', 'offic'}","[""Like a flu test or strep test, can this test be performed in my healthcare practitioner's office?"", 'Can I test negative and still have the flu?']","Do you want to know about flu, test, and strep?",0,0.4482700320176827, Do you want to know about flu tests done at your healthcare office,1.0,1.0, Do you want to know about flu tests done at your healthcare office,1.0,1.0, Do you want to know about flu tests done at your healthcare office,1.0,1.0, Do you want to know about flu tests done at your healthcare office?,1.0,1.0,Do you want to know about how to test for a flu?,0,0.7445873411418696,Do you want to know about how flu test can be performed?,0,0.4482700320176827,Do you want to know about flu test?,0,0.4723665527410147,Do you want to know about flu test?,0,0.4723665527410147
"When my increased ammonia level has returned to normal, can it rise again?","['ammonia', 'level']",Do you want to know about ammonia level?,set(),"['When my increased ammonia level has returned to normal, can it rise again?']","Do you want to know about ammonia, level, and normal?",0,0.668740304976422, Do you want to know about what ammonia levels in your blood mean?,0,0.5081327481546147, Do you want to know about ammonia levels rising again after they have returned to normal,0,0.41113361690051975, Do you want to know about the chances of ammonia levels rising again after they have,0,0.8860807458582579, Do you want to know about ammonia levels and how they fluctuate?,0,0.668740304976422,Do you want to know about how to get ammonia level?,0,1.2007785714941597,Do you want to know about how ammonia levels are increased?,0,0.668740304976422,Do you want to know about how ammonia levels are increased?,0,0.668740304976422,Do you want to know about how ammonia levels are increased?,0,0.668740304976422
"Besides breast and ovarian cancer risk assessment, is BRCA1/2 testing used for anything else?","['brca', 'use']",Do you want to know about if BRCA12 testing is used to test anything else?,"{'test', 'anyth', 'els'}","['Besides breast and ovarian cancer risk assessment, is BRCA1/2 testing used for anything else?']","Do you want to know about brca, use, and assess?",0,0.4383809688022664, Do you want to know about the BRCA12 genetic test?,0.4,0.4383809688022664, Do you want to know about other uses for BRCA1/2 testing,0.5,0.6968089868679392, Do you want to know about other uses for BRCA1/2 testing,0.5,0.6968089868679392, Do you want to know about the other uses for BRCA1/2,0,0.5798852043463434,Do you want to know about how BRCA12 is used?,0,0.44814852258510945,Do you want to know about BRCA1/2 testing for breast and ovarian cancer?,0.28571428571428575,0.35640264633541835,Do you want to know about BRCA12 testing for breast and ovarian cancer?,0.28571428571428575,0.35640264633541835,Do you want to know about BRCA12 testing for breast and ovarian cancer?,0.28571428571428575,0.35640264633541835
My potassium level is only slightly out of range. What does this mean?,"['potassium', 'rang']",Do you want to know about Your acceptable potassium range?,{'accept'},['My potassium level is only slightly out of range. What does this mean?'],"Do you want to know about potassium, rang, and level?",0,1.2007785714941597, Do you want to know the normal potassium range for adults?,0,0.8860807458582579, Do you want to know about what slightly out of range potassium levels mean?,0,0.5900190585928647, Do you want to know about the implications of having a slightly elevated potassium level?,0,0.5490746028893664, Do you want to know about the significance of a slightly elevated potassium level?,0,0.5490746028893664,Do you want to know about the range of potassium in your body?,0,1.0097303962829152,Do you want to know about potassium levels?,0,1.1424263334368485,Do you want to know about potassium ranges?,0,1.4598908557176542,Do you want to know about potassium ranges?,0,1.4598908557176542
How is the BMP different than the CMP and why would my doctor order one over the other?,"['bmp', 'cmp']",Do you want to know about the comparison between BMP and CMP?,{'comparison'},"['How is the BMP different than the CMP and why would my doctor order one over the other?', 'How is the CMP different than the BMP and why would my doctor order one over the other?']","Do you want to know about bmp, cmp, and would?",0,1.2007785714941597, Do you want to know about basic metabolic panel and comprehensive metabolic panel tests?,0,0.3494855269973128, Do you want to know about the BMP and CMP tests?,0,1.2007785714941597, Do you want to know about the differences between the BMP and CMP tests,0,0.8860807458582579, Do you want to know about the BMP or the CMP?,0,1.4598908557176542,Do you want to know about BMP CMP?,0,1.4598908557176542,Do you want to know about BMP differences?,0,1.1424263334368485,Do you want to know about BMP CMP?,0,1.4598908557176542,Do you want to know about BMP CMP?,0,1.4598908557176542
Should I tell all of my healthcare practitioners that I have an HIT antibody?,"['healthcar', 'antibodi']",Do you want to know about telling your healthcare practitioner about having an HIT antibody?,"{'hit', 'practition', 'tell'}","['Should I tell a new healthcare practitioner that I have antiphospholipid antibodies?', ""Can the heparin-induced thrombocytopenia (HIT) antibody test be done in my healthcare practitioner's office?"", 'Should I tell a new healthcare provider that I have cardiolipin antibodies?', 'Should I tell all of my healthcare practitioners that I have an HIT antibody?']","Do you want to know about healthcar, antibodi, and new?",0,0.6768425257199481, Do you want to know about the different types of healthcare antibodies?,0,0.6307153301422551, Do you want to know about disclosing your HIT antibody status to healthcare practitioners?,0.5714285714285715,0.7106462520913265, Do you want to know about disclosing your HIT antibody status to healthcare practitioners?,0.5714285714285715,0.7106462520913265, Do you want to know about disclosing your healthcare antibodies to new healthcare practitioners?,0.3333333333333333,0.6135293504673563,Do you want to know about what is the difference between anti-inflammatory and healthcare products?,0,0.5869467509405675,Do you want to know about HIT antibody?,0.5,0.8854685638268697,Do you want to know about the HIT antibody?,0.5,0.8854685638268697,Do you want to know about what to do with antiphospholipid antibodies?,0,0.6929165976925367
"Why are factors such as age, sex, and race used in eGFR calculations?","['egfr', 'calcul']",Do you want to know about eGFR calculation?,set(),"['Why are factors such as age, sex, and race used in eGFR calculations?', 'Could I calculate my own eGFR?', 'Is an eGFR always calculated when a creatinine test is ordered?']","Do you want to know about egfr, calcul, and could?",0,0.668740304976422, Do you want to know about how eGFR is calculated?,0,1.0," Do you want to know about why age, sex, and race are used in",0,0.626553704075208," Do you want to know about the use of age, sex, and race in",0,0.626553704075208, Do you want to know about the factors used in eGFR calculations?,0,0.8860807458582579,Do you want to know about eGFR calculations?,0,1.0,"Do you want to know about factors such as age, sex and race used",0,0.4961449113021113,Do you want to know about factors used in eGFR calculations?,0,0.8860807458582579,Do you want to know about eGFR calculations?,0,1.0
"Besides lung cancer, are there other types of cancers that have increased EGFR protein?","['egfr', 'protein']",Do you want to know about EGFR protein related diseases?,"{'diseas', 'relat'}","['Besides lung cancer, are there other types of cancers that have increased EGFR protein?']","Do you want to know about egfr, protein, and increas?",0,0.5475182535069453, Do you want to know about EGFR protein and its function in the body?,0,0.5081327481546147, Do you want to know about other types of cancers with increased EGFR protein?,0,0.7016548624658421, Do you want to know about other types of cancers with increased EGFR protein?,0,0.7016548624658421, Do you want to know about other types of cancers with increased EGFR protein?,0,0.7016548624658421,Do you want to know about EGFR protein?,0,0.6065306597126334,Do you want to know about cancers that increase EGFR protein,0,0.8860807458582579,Do you want to know about other types of cancers that increase EGFR protein,0,0.7016548624658421,Do you want to know about EGFR protein?,0,0.6065306597126334
Should I tell a new healthcare practitioner that I have antiphospholipid antibodies?,"['antiphospholipid', 'antibodi']",Do you want to know about antiphospholipid antibodies?,set(),"['Should I tell a new healthcare practitioner that I have antiphospholipid antibodies?', 'If I have one antiphospholipid antibody, will I develop others?', 'Should everyone be tested for antiphospholipid antibodies?', 'If I have antiphospholipid antibodies, will I definitely develop blood clots?']","Do you want to know about antiphospholipid, antibodi, and develop?",0,0.668740304976422, Do you want to know about the causes and symptoms of antiphospholip,0,0.8490786706070159, Do you want to know about telling a new healthcare practitioner about your antiphosph,0,0.4961449113021113, Do you want to know about disclosing antiphospholipid antibodies to new,0,0.8860807458582579, Do you want to know about the implications of having antiphospholipid,0,1.4669044488262981,Do you want to know about antiphospholipid antibodies?,0,1.0,Do you want to know about antiphospholipid antibodies?,0,1.0,Do you want to know about antiphospholipid antibodies?,0,1.0,Do you want to know about antiphospholipid antibodies,0,1.0
"If I have diabetes, can I just test for glucose instead of ketones?","['glucos', 'keton']",Do you want to know about diabetes effects on blood glucose and ketones?,"{'blood', 'diabet', 'effect'}","['If I have diabetes, can I just test for glucose instead of ketones?']","Do you want to know about glucos, keton, and test?",0,0.6298729432819214, Do you want to know about testing for ketones in your blood or urine?,0.3333333333333333,0.6307153301422551, Do you want to know about testing for ketones if you have diabetes?,0.4,0.6768425257199481, Do you want to know about testing for ketones if you have diabetes?,0.4,0.6768425257199481, Do you want to know about testing for ketones in people with diabetes?,0.3333333333333333,0.6307153301422551,Do you want to know about glucose ketones?,0,0.8854685638268697,Do you want to know about glucose testing for diabetes,0.4,0.6768425257199481,Do you want to know about glucose ketones if you have diabetes?,0.5,0.8510844184712946,Do you want to know about glucose ketones?,0,0.8854685638268697
Can taking too many vitamin B12 and folic acid supplements hurt me?,"['b', 'hurt']",Do you want to know about the potential for B12 to hurt?,{'potenti'},['Can taking too many vitamin B12 and folic acid supplements hurt me?'],"Do you want to know about b, hurt, and acid?",0,1.2007785714941597, Do you want to know about ways to reduce B12 levels in your body?,0,0.5490746028893664, Do you want to know about the side effects of taking too many vitamin B12,0,0.4540625223322113, Do you want to know about the side effects of taking too many vitamin B12,0,0.4540625223322113, Do you want to know about the side effects of taking too many vitamin B12,0,0.4540625223322113,Do you want to know about how B12 can be hurt?,0,1.4598908557176542,Do you want to know about how to take too many supplements,0,0.8490786706070159,Do you want to know about how to hurt your B12 supplement,0,1.0097303962829152,Do you want to know about how to get vitamin B12 and folic acid supplements ,0,0.4540625223322113
I'm blood type O. Do I have a chance of having a baby with ABO hemolytic disease of the newborn?,"['blood', 'diseas']",Do you want to know about hemolytic disease in newborns when you have blood type o?,"{'newborn', 'type', 'hemolyt'}","['I¡¦m blood type O. Do I have a chance of having a baby with ABO hemolytic disease of the newborn?', 'My father has been diagnosed with early onset Alzheimer disease. Can my doctor tell if my father has a genetic mutation without a blood test?']","Do you want to know about blood, diseas, and chanc?",0,0.6298729432819214, Do you want to know about common blood diseases?,0,0.6768425257199481, Do you want to know about ABO hemolytic disease of the newborn in,0.6666666666666666,0.5932596191966412, Do you want to know about ABO hemolytic disease of the newborn?,0.6666666666666666,0.5932596191966412, Do you want to know about blood tests for genetic mutations?,0,0.5869467509405675,Do you want to know about blood disease?,0,0.7445873411418696,Do you want to know about the risk of ABO hemolytic disease,0.3333333333333333,0.75005115814646,Do you want to know about the risk of ABO hemolytic disease?,0.3333333333333333,0.75005115814646,Do you want to know about what is blood disease?,0,0.7445873411418696
What are some tests that may be done to help decide whether a prostate cancer is likely to be fast-growing and spread (metastasize) and therefore should be removed rather than watched?,"['prostat', 'fastgrow']",Do you want to know about fast growing prostate cancer and if it should be removed or watched?,"{'grow', 'fast', 'cancer', 'watch', 'remov'}",['What are some tests that may be done to help decide whether a prostate cancer is likely to be fast-growing and spread (metastasize) and therefore should be removed rather than watched?'],"Do you want to know about prostat, fastgrow, and metastas?",0,0.5156963491966524, Do you want to know about prostate cancer that is growing quickly?,0.5,0.6713298770614694, Do you want to know about tests used to determine if prostate cancer is likely to,0.20000000000000004,0.580240235081671, Do you want to know about tests for fast-growing prostate cancer?,0.28571428571428575,0.6349045981040182, Do you want to know about tests for fast-growing prostate cancer?,0.28571428571428575,0.6349045981040182,Do you want to know about how to grow prostate fast?,0.5714285714285715,0.6968089868679392,Do you want to know about prostate cancer screenings?,0.28571428571428575,0.6590012524083576,Do you want to know about prostate cancer fastgrowing?,0.33333333333333337,0.6590012524083576,Do you want to know about prostate cancer fastgrowing?,0.33333333333333337,0.6590012524083576
"If I have an elevated prolactin, why is my healthcare practitioner testing my thyroid?","['prolactin', 'thyroid']",Do you want to know about relationship between thyroid and prolactin?,{'relationship'},"['If I have an elevated prolactin, why is my healthcare practitioner testing my thyroid?']","Do you want to know about prolactin, thyroid, and test?",0,1.0097303962829152, Do you want to know about the relationship between prolactin and thyroid function?,0.6666666666666666,0.6332925623836378, Do you want to know about the connection between prolactin and thyroid?,0,1.0097303962829152, Do you want to know about the connection between prolactin and thyroid?,0,1.0097303962829152, Do you want to know about the relationship between prolactin and thyroid?,1.0,0.844609349302017,Do you want to know about prolactin in thyroid?,0,1.2276169872346532,Do you want to know about how to test your thyroid,0,1.1424263334368485,Do you want to know about prolactin testing?,0,1.1424263334368485,Do you want to know about prolactin testing?,0,1.1424263334368485
Will I be given general anesthesia for a bone marrow aspiration and/or biopsy?,"['anesthesia', 'marrow']",Do you want to know about general anesthesia for bone surgeries?,"{'gener', 'bone', 'surgeri'}",['Will I be given general anesthesia for a bone marrow aspiration and/or biopsy?'],"Do you want to know about anesthesia, marrow, and gener?",0.5,0.8266973277544403, Do you want to know about anesthesia for a bone marrow biopsy?,0.4,0.8860807458582579, Do you want to know about general anesthesia for a bone marrow aspiration and/or,0.5714285714285715,0.5169731539571706, Do you want to know about general anesthesia for a bone marrow aspiration and/or,0.5714285714285715,0.5169731539571706, Do you want to know about bone marrow aspirations and biopsies that require general,0.5,0.4879219336661498,Do you want to know about the marrow in anesthesia?,0,0.8897225230820115,Do you want to know about general anesthesia for bone marrow biopsy,0.6666666666666666,0.6147881529512643,Do you want to know about general anesthesia for bone marrow aspiration?,0.6666666666666666,0.6147881529512643,Do you want to know about general anesthesia for bone marrow aspiration?,0.6666666666666666,0.6147881529512643
Will factor V Leiden or PT 20210 ever go away?,"['factor', 'away']",Do you want to know about factor V Leidin or PT 20210 going away?,"{'leidin', 'v', 'go', 'pt'}",['Will factor V Leiden or PT 20210 ever go away?'],"Do you want to know about factor, away, and leiden?",0,0.4383809688022664," I'm sorry, I don't understand what you mean by ""factor away.""",0,0.5911777319562441, Do you want to know about the prognosis of factor V Leiden or PT,0.5,0.6431451125059353, Do you want to know about the natural history of factor V Leiden or PT,0.4444444444444445,0.6135293504673563, Do you want to know about the natural history of factor V Leiden or PT,0.4444444444444445,0.6135293504673563,Do you want to know about if you want to know about factor removing?,0,0.3993717789832806,Do you want to know about the effects of factor V Leiden or PT 2,0.5,0.6431451125059353,Do you want to know about factor away?,0,0.44814852258510945,Do you want to know about if factor V Leiden or PT 20210 ,0.5714285714285715,0.38498150077635496
I am on anticoagulant therapy. Can I still have this test done?,"['anticoagul', 'test']",Do you want to know about having a test done while on anticoagulant therapy?,"{'therapi', 'done'}","['I am on anticoagulant therapy. Can I still have this test done?', 'Is sample collection critical for lupus anticoagulant (LA) testing?', 'Can lupus anticoagulant interfere with the ACT test?']","Do you want to know about anticoagul, test, and still?",0,0.8266973277544403, Do you want to know about having a test done while on anticoagul,0.6666666666666666,0.8187307530779819, Do you want to know about having a test done while on anticoagul,0.6666666666666666,0.8187307530779819, Do you want to know about having a test done while on anticoagul,0.6666666666666666,0.8187307530779819, Do you want to know about having a test done while on anticoagul,0.6666666666666666,0.8187307530779819,Do you want to know about what is anticoagulant test?,0,0.9560690709701066,Do you want to know about what is done with anticoagulant therapy?,1.0,0.7652790120519943,Do you want to know about what is done with anticoagulant test?,0.6666666666666666,1.0395168561479835,Do you want to know about anticoagulant testing?,0,0.9560690709701066
"In addition to MPA levels, what other tests might be ordered?","['mpa', 'level']",Do you want to know about Other tests ordered besides MPA levels.,"{'besid', 'order', 'test'}","['In addition to MPA levels, what other tests might be ordered?']","Do you want to know about mpa, level, and test?",0.5,0.8510844184712946, Do you want to know about the levels of mycophenolic acid in your,0,0.6298729432819214, Do you want to know about other tests that might be ordered in addition to M,0.5714285714285715,0.5069842534046052, Do you want to know about other tests that might be ordered in addition to M,0.5714285714285715,0.5069842534046052, Do you want to know about what tests might be ordered in addition to MPA,0.5714285714285715,0.5074392645871068,Do you want to know about MPA levels?,0,0.8854685638268697,Do you want to know about MPA levels?,0,0.8854685638268697,Do you want to know about MPA levels?,0,0.8854685638268697,Do you want to know about MPA levels?,0,0.8854685638268697
Will factor V Leiden or PT 20210 ever go away?,"['leiden', 'away']",Do you want to know about if Leiden will being going away?,{'go'},['Will factor V Leiden or PT 20210 ever go away?'],"Do you want to know about leiden, away, and factor?",0,0.7987822049880149," I'm sorry, I don't understand what you mean by ""Leiden away",0,0.681961937346206, Do you want to know about the prognosis of factor V Leiden or PT,0,0.5490746028893664, Do you want to know about the prognosis of factor V Leiden or PT,0,0.5490746028893664, Do you want to know about the prognosis of factor V Leiden or PT,0,0.5490746028893664,Do you want to know about why Leiden is away?,0,0.9487304297576223,Do you want to know about the effects of factor V Leiden or PT 2,0,0.5490746028893664,Do you want to know about if factor V Leiden or PT 20210 ,0,0.6933956560212984,Do you want to know about if factor V Leiden or PT 20210 ,0,0.6933956560212984
Can I have the SMRP test done in my healthcare provider's office?,"['smrp', 'test']",Do you want to know about SMRP tests done at healthcare office,"{'healthcar', 'done', 'offic'}","['Should everyone have an SMRP test to screen for mesothelioma?', ""Can I have the SMRP test done in my healthcare provider's office?""]","Do you want to know about smrp, test, and done?",0.5,0.6703200460356393, Do you want to know about the Serum Monocyte Retention Potential test?,0,0.5490746028893664, Do you want to know about SMRP tests done at your healthcare office?,1.0,1.0, Do you want to know about SMRP tests done at your healthcare office,1.0,1.0, Do you want to know about the SMRP test for mesothelioma,0,0.4482700320176827,Do you want to know about SMRP test?,0,0.4723665527410147,Do you want to know about SMRP test in healthcare provider?,0.4,0.4548019047027907,Do you want to know about SMRP test?,0,0.4723665527410147,Do you want to know about SMRP test?,0,0.4723665527410147
I had a screening test for cholesterol. It was less than 200 mg/dL (5.18 mmol/L). Do I need a lipid panel?,"['cholesterol', 'lipid']",Do you want to know about when to get lipid test for cholesterol?,"{'test', 'get'}",['I had a screening test for cholesterol. It was less than 200 mg/dL (5.18 mmol/L). Do I need a lipid panel?'],"Do you want to know about cholesterol, lipid, and need?",0,0.8266973277544403, Do you want to know about cholesterol and lipid tests?,0.6666666666666666,1.0395168561479835, Do you want to know about lipid panels?,0,0.8897225230820115, Do you want to know about having a lipid panel done if your cholesterol is less,0,0.5900190585928647, Do you want to know about cholesterol screening tests?,0.5,0.8266973277544403,Do you want to know about cholesterol lipids?,0,0.9560690709701066,Do you want to know about lipid panel?,0,0.8897225230820115,Do you want to know about lipid panel?,0,0.8897225230820115,Do you want to know about lipid panel?,0,0.8897225230820115
Should I tell all my healthcare providers about being diagnosed with drug-induced lupus?,"['diagnos', 'provid']",Do you want to know about Whether you should share your diagnosis?,"{'diagnosi', 'share', 'whether'}",['Should I tell all my healthcare providers about being diagnosed with drug-induced lupus?'],"Do you want to know about diagnos, provid, and tell?",0,0.8490786706070159, Do you want to know about providers who can diagnose your condition?,0,0.8490786706070159, Do you want to know about telling your healthcare providers about your diagnosis of drug-,0.28571428571428575,0.5490746028893664, Do you want to know about telling your healthcare providers about your diagnosis?,0.3333333333333333,0.6933956560212984, Do you want to know about who to tell about your diagnosis?,0.4,1.1424263334368485,Do you want to know about what types of providers are diagnosed?,0,0.8490786706070159,Do you want to know about how to diagnose lupus?,0,1.0322987238701848,Do you want to know about what to do with lupus?,0,1.0346039206186775,Do you want to know about what to tell about being diagnosed with drug-induced,0,0.8490786706070159
Should I tell a new healthcare practitioner that I have antiphospholipid antibodies?,"['antiphospholipid', 'antibodi']",Do you want to know about telling practitioner i have antiphospholipid antibodies,"{'practition', 'tell'}","['Should I tell a new healthcare practitioner that I have antiphospholipid antibodies?', 'If I have one antiphospholipid antibody, will I develop others?', 'Should everyone be tested for antiphospholipid antibodies?', 'If I have antiphospholipid antibodies, will I definitely develop blood clots?']","Do you want to know about antiphospholipid, antibodi, and develop?",0,0.9831143441193168, Do you want to know about the causes and symptoms of antiphospholip,0,0.6951668194085339, Do you want to know about telling a new healthcare practitioner about your antiphosph,0.5714285714285715,0.4799064265619985, Do you want to know about disclosing antiphospholipid antibodies to new,0,0.8860807458582579, Do you want to know about the implications of having antiphospholipid,0,0.8897225230820115,Do you want to know about antiphospholipid antibodies?,0,1.1369641416316925,Do you want to know about antiphospholipid antibodies?,0,1.1369641416316925,Do you want to know about antiphospholipid antibodies?,0,1.1369641416316925,Do you want to know about antiphospholipid antibodies,0,1.1369641416316925
How does my healthcare practitioner tell whether a tumor is benign or cancerous?,"['practition', 'tumor']",Do you want to know about practitioner diagnosis and treatment of a tumor?,"{'treatment', 'diagnosi'}","['How does a healthcare practitioner locate the carcinoid tumor?', 'How does my healthcare practitioner tell whether a tumor is benign or cancerous?', 'How does a healthcare practitioner locate the carcinoid or neuroendocrine tumor?', 'How does the healthcare practitioner tell whether a tumor is benign or cancerous?']","Do you want to know about practition, tumor, and locat?",0,0.7693285502150031, Do you want to know about finding a practitioner for your tumor?,0,0.8266973277544403, Do you want to know about how healthcare practitioners diagnose tumors?,0,0.7451021228175467, Do you want to know about how healthcare practitioners determine if a tumor is benign or,0,0.5900190585928647, Do you want to know about how a healthcare practitioner locates a tumor?,0,0.7451021228175467,Do you want to know about what is a tumor?,0,0.8204121949753552,Do you want to know about what is benign or cancerous?,0,0.8039550545137119,Do you want to know about what is benign or cancerous?,0,0.8039550545137119,Do you want to know about what is a tumor?,0,0.8204121949753552
What other tests may be done to evaluate kidney function?,"['kidney', 'test']",Do you want to know about lab tests for kidney function?,"{'function', 'lab'}","['What other tests besides those included in a renal panel might be ordered to assess kidney function?', 'Can I have abnormal test results and not have kidney disease?', 'Should everyone with liver damage be tested for liver kidney microsome type 1 antibodies (anti-LKM-1)?', 'What other tests are used with the blood urea nitrogen test to check how my kidneys are functioning?', 'What other tests may be done to evaluate kidney function?']","Do you want to know about kidney, test, and function?",0.6666666666666666,0.8741259979306506, Do you want to know about kidney function tests?,0.6666666666666666,1.0395168561479835, Do you want to know about other tests that may be done to evaluate kidney function,0.3333333333333333,0.6135293504673563, Do you want to know about tests that evaluate kidney function?,0.5,0.9369163177585036, Do you want to know about tests that assess kidney function?,0.5,0.9369163177585036,Do you want to know about kidney tests?,0,0.9560690709701066,Do you want to know about kidney function tests?,0.6666666666666666,1.0395168561479835,Do you want to know about kidney function tests?,0.6666666666666666,1.0395168561479835,Do you want to know about kidney function tests?,0.6666666666666666,1.0395168561479835
Can amniotic fluid analysis be performed in my healthcare practitioner's office?,"['amniot', 'fluid']","Do you want to know about Amniotic, Fluid Analysis In my healthcare office.","{'offic', 'healthcar', 'analysi'}","[""Can amniotic fluid analysis be performed in my healthcare practitioner's office?"", 'Is the amount of amniotic fluid present important?', 'Should every pregnant woman have amniotic fluid analysis?']","Do you want to know about amniot, fluid, and practition?",0,0.4482700320176827, Do you want to know about the normal levels of amniotic fluid?,0,0.75005115814646, Do you want to know about amniotic fluid analysis done at your healthcare office,0.8571428571428571,0.5946035575013605, Do you want to know about amniotic fluid analysis?,0.5,0.6703200460356393, Do you want to know about amniotic fluid analysis?,0.5,0.6703200460356393,Do you want to know about how to get amniotic fluid?,0,0.8049059473225744,Do you want to know about amniotic fluid analysis in your healthcare practitioner?,0.6666666666666666,0.8091067115702212,Do you want to know about how to analyze amniotic fluids in your healthcare practiti,0.3333333333333333,0.7419096884247227,Do you want to know about amniotic fluid analysis in your healthcare practitioner?,0.6666666666666666,0.8091067115702212
What is the difference between chronic myelogenous leukemia and chronic myeloid leukemia?,"['leukemia', 'differ']",Do you want to know about different types of leukemia?,{'type'},['What is the difference between chronic myelogenous leukemia and chronic myeloid leukemia?'],"Do you want to know about leukemia, differ, and myeloid?",0,1.0097303962829152,"

Do you want to know about the differences between leukemia and other blood disorders",0,0.5989311269184457, Do you want to know about the difference between chronic myelogenous leukemia and chronic,0,0.4799064265619985, Do you want to know about the difference between chronic myelogenous leukemia and chronic,0,0.4799064265619985, Do you want to know about the difference between chronic myelogenous leukemia and chronic,0,0.4799064265619985,Do you want to know about difference between leukemia and difference?,0,0.7987822049880149,Do you want to know about the difference between chronic myelogenous leukemia,0,0.5989311269184457,Do you want to know about difference between chronic myeloid leukemia and chronic,0,0.4799064265619985,Do you want to know about difference between chronic myeloid leukemia and chronic,0,0.4799064265619985
"Once I have developed TNF inhibitor antibodies, will they go away?","['tnf', 'antibodi']",Do you want to know about TNF antibodies and if they go away.,"{'go', 'away'}","['Once I have developed TNF inhibitor antibodies, will they go away?', 'If I develop antibodies to one type of TNF inhibitor therapy, and I am switched to a different one, will I develop antibodies to the second TNF inhibitor?']","Do you want to know about tnf, antibodi, and away?",0.6666666666666666,0.5789300674674098, Do you want to know about TNF antibodies and their role in the immune system,0,0.41113361690051975, Do you want to know about the TNF inhibitor antibodies?,0,0.6539875562351284, Do you want to know about the natural course of TNF inhibitor antibodies?,0,0.5900190585928647, Do you want to know about the effects of TNF inhibitor antibodies?,0,0.7451021228175467,Do you want to know about TNF antibodies?,0,0.6065306597126334,Do you want to know about TNF inhibitor antibodies?,0,0.6539875562351284,Do you want to know about TNF inhibitor antibodies?,0,0.6539875562351284,Do you want to know about antibodies to the second TNF inhibitor,0,0.7451021228175467
Can I have a sweat chloride test done at my healthcare provider's office?,"['sweat', 'chlorid']",Do you want to know about where to get sweat chloride test done?,"{'test', 'done', 'get'}","[""Can I have a sweat chloride test done at my healthcare provider's office?""]","Do you want to know about sweat, chlorid, and done?",0.5,0.8510844184712946, Do you want to know about sweat chloride tests?,0.5,0.6265574618521033, Do you want to know about sweat chloride tests done at your healthcare office?,0.5714285714285715,0.4111336169005197, Do you want to know about sweat chloride tests done at your healthcare office?,0.5714285714285715,0.4111336169005197, Do you want to know about sweat chloride tests?,0.5,0.6265574618521033,Do you want to know about the effects of sweaty chloride on your body?,0,0.5869467509405675,Do you want to know about sweat chloride test?,0.5,0.6265574618521033,Do you want to know about sweat chloride test?,0.5,0.6265574618521033,Do you want to know about sweat chloride test?,0.5,0.6265574618521033
